Deadline;Customer;Order Nr;Date;Product Nr;Name;Order qty;Made qty;Diff
;;;;;;;;
;;;;;;;;
10.2.2020;0001;20-600-000124;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";2.100,00;2.100,00;0
;;;;;;;;
;;;;;;;;
10.2.2020;6107;;;016893;SCHACHT 23,2 MMGLASKLAR;2.764,00;2.764,00;0
;;;;;;;;
;;;;;;;;
10.2.2020;6107;;;015413;STIFTEKOCHER UNTERTEILKURZ;2.580,00;2.580,00;0
;;;;;;;;
;;;;;;;;
11.2.2020;0001;;;016659;ETW 0092 - TESTER;8.000,00;8.000,00;0
;;;;;;;;
11.2.2020;0213;20-016-000085;27.1.2020;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;320;320;0
;;;;;;;;
;;;;;;;;
11.2.2020;0213;20-016-000085;27.1.2020;014539;KANTA 6,5L OVALNABIJELA S RUÈKOM;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
11.2.2020;0213;20-016-000085;27.1.2020;012277;POKLOPAC 18L-2  BIJELI;9.600,00;9.600,00;0
;;;;;;;;
11.2.2020;0213;20-016-000085;27.1.2020;014321;Kanta 18L-2 ovalna bijela sruèkom;2.880,00;2.880,00;0
;;;;;;;;
;;;;;;;;
11.2.2020;1290;20-016-000118;6.2.2020;017187;KANTA 5L BIJELA SRUÈKOM + BIJELIPOKLOPAC;600;600;0
;;;;;;;;
;;;;;;;;
11.2.2020;1290;20-016-000118;6.2.2020;014275;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC;1.280,00;1.280,00;0
;;;;;;;;
;;;;;;;;
11.2.2020;1290;20-016-000118;6.2.2020;017186;KANTA 7L BIJELA SRUÈKOM + BIJELIPOKLOPAC;600;600;0
;;;;;;;;
;;;;;;;;
11.2.2020;1290;20-016-000118;6.2.2020;017184;KANTA 2,5L BIJELA SRUÈKOM + BIJELIPOKLOPAC;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
11.2.2020;6107;;;015341;LIPPENSTIFT M klein;38.560,00;38.560,00;0
;;;;;;;;
11.2.2020;6107;;;016661;ETW 0092 - LIJEVI DIOohne zapfen;3.039,00;3.039,00;0
;;;;;;;;
;;;;;;;;
12.2.2020;0001;;;014797;KANTA 1L BIJELA BEZRUÈKE;10.000,00;10.000,00;0
;;;;;;;;
;;;;;;;;
12.2.2020;0001;;;012703;POKLOPAC 10L BIJELI;10.800,00;10.800,00;0
;;;;;;;;
46/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
12.2.2020;0001;;;014796;KANTA 1L BIJELA SRUÈKOM;12.000,00;12.000,00;0
;;;;;;;;
;;;;;;;;
12.2.2020;0001;;;016492;ETW 0231 - SeitenwandRechts (Desni);4.830,00;4.830,00;0
;;;;;;;;
;;;;;;;;
12.2.2020;1254;20-016-000112;5.2.2020;013499;"KANTA 20L ""N"" BIJELA SRUÈKOM - TISAKSTIGOELAST";840;840;0
;;;;;;;;
;;;;;;;;
12.2.2020;1254;20-016-000112;5.2.2020;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";840;840;0
;;;;;;;;
;;;;;;;;
13.2.2020;0001;;;014248;POKLOPAC 18L-1 BIJELI;10.720,00;10.720,00;0
;;;;;;;;
13.2.2020;1290;20-016-000118;6.2.2020;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;1.280,00;1.280,00;0
;;;;;;;;
;;;;;;;;
13.2.2020;6107;20-016-000087;28.1.2020;016354;BODENSCHIENE .160MONTIERTWEIß/TRANSP.PUSHER 17GROß;500;500;0
;;;;;;;;
;;;;;;;;
13.2.2020;6107;20-016-000022;9.1.2020;015353;ETW 0270;288;288;0
;;;;;;;;
13.2.2020;6107;20-016-000024;9.1.2020;015353;ETW 0270;96;96;0
;;;;;;;;
13.2.2020;6107;20-016-000024;9.1.2020;015343;ETW 0181;184;184;0
;;;;;;;;
13.2.2020;6107;20-016-000024;9.1.2020;015346;ETW 0240;64;64;0
;;;;;;;;
13.2.2020;6107;20-016-000022;9.1.2020;015346;ETW 0240;256;256;0
;;;;;;;;
13.2.2020;6107;20-016-000022;9.1.2020;015343;ETW 0181;552;552;0
;;;;;;;;
13.2.2020;6107;20-016-000087;28.1.2020;016819;ALVERDE SCHACHT 23,20KLARSICHTIG MONTIERT;136;136;0
;;;;;;;;
;;;;;;;;
13.2.2020;6107;20-016-000090;29.1.2020;016357;BODENSCHIENE.160MONTIERTWEIß/TRANSP.PUSHER 17KLEIN;500;500;0
;;;;;;;;
;;;;;;;;
13.2.2020;6107;20-016-000087;28.1.2020;017374;ALVERDE SCHACHT 23,20KLARSICHTIG MONTIERT-Testerbereich abgekuerzt;180;180;0
;;;;;;;;
;;;;;;;;
14.2.2020;0001;;;014794;"POKLOPAC 20L""N""CRNI";840;840;0
;;;;;;;;
14.2.2020;0197;20-016-000095;30.1.2020;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;1.600,00;1.600,00;0
;;;;;;;;
;;;;;;;;
17.2.2020;0001;20-600-000160;;005897;"KANTA 20L ""S"" CRNA SRUÈKOM - REGENERAT";3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
17.2.2020;0001;;;012453;RUÈKA 3,75L BIJELA;12.500,00;12.500,00;0
;;;;;;;;
17.2.2020;0001;;;012511;KANTA 3,75L BIJELA SRUÈKOM;10.080,00;10.080,00;0
;;;;;;;;
;;;;;;;;
17.2.2020;0001;;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;3.200,00;3.200,00;0
;;;;;;;;
;;;;;;;;
17.2.2020;0213;20-016-000085;27.1.2020;014321;Kanta 18L-2 ovalna bijela sruèkom;9.850,00;9.850,00;0
;;;;;;;;
;;;;;;;;
17.2.2020;6107;;;015416;ETW 0314;76;76;0
;;;;;;;;
18.2.2020;0486;20-016-000094;30.1.2020;017378;Èep za ulje s diskom srebrni- INA;200.000,00;200.000,00;0
;;;;;;;;
;;;;;;;;
18.2.2020;0486;20-016-000094;30.1.2020;017379;Èep za ulje s diskom zeleni- INA;227.700,00;227.700,00;0
;;;;;;;;
;;;;;;;;
18.2.2020;0486;20-016-000094;30.1.2020;017377;Èep za ulje s diskom žuti -INA;168.900,00;168.900,00;0
;;;;;;;;
;;;;;;;;
18.2.2020;6107;;;017125;LAVERA LIPS COLOURKOECHER 303928 LA-P-08;1.196,00;1.196,00;0
;;;;;;;;
;;;;;;;;
19.2.2020;0201;20-011-000218;17.2.2020;010301;"KANTA 20L ""S"" BIJELA SRUÈKOM";480;480;0
;;;;;;;;
;;;;;;;;
19.2.2020;1290;20-011-000205;13.2.2020;017183;KANTA 3,75L BIJELA SRUÈKOM + BIJELIPOKLOPAC;720;720;0
;;;;;;;;
;;;;;;;;
19.2.2020;1290;20-011-000205;13.2.2020;014275;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC;960;960;0
;;;;;;;;
;;;;;;;;
19.2.2020;1290;20-011-000205;13.2.2020;017186;KANTA 7L BIJELA SRUÈKOM + BIJELIPOKLOPAC;600;600;0
;;;;;;;;
;;;;;;;;
19.2.2020;2223;20-016-000105;3.2.2020;006917;NASTAVAK PLUGA DESNI750 20 0;400;400;0
;;;;;;;;
;;;;;;;;
19.2.2020;6107;;;017132;LAVERA MASCARAVERENGER L 303906LA-P-11;2.500,00;2.500,00;0
;;;;;;;;
;;;;;;;;
47/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
19.2.2020;6107;;;017134;LAVERA MASCARAVERENGER R 303906LA-P-10;2.500,00;2.500,00;0
;;;;;;;;
;;;;;;;;
19.2.2020;6107;;;015416;ETW 0314;144;144;0
;;;;;;;;
19.2.2020;6107;20-016-000055;16.1.2020;017108;LAVERA EINSATZMONTIERT 301984/LA016;414;414;0
;;;;;;;;
;;;;;;;;
20.2.2020;0001;;;012512;POKLOPAC 3,75L BIJELI;0;0;0
;;;;;;;;
20.2.2020;0001;;;012554;KANTA 5L BIJELA SRUÈKOM;6.600,00;6.600,00;0
;;;;;;;;
;;;;;;;;
21.2.2020;0001;;;009800;"KANTA 20L ""S"" CRNA BEZRUÈKE";960;965;-5
;;;;;;;;
;;;;;;;;
21.2.2020;0001;;;013459;"POKLOPAC 20L ""N"" PLAVI";1.680,00;1.680,00;0
;;;;;;;;
21.2.2020;1290;20-016-000165;20.2.2020;015428;KANTA 18L-1 OVALNAZELENA S RUÈKOM (MB985535);1.600,00;1.600,00;0
;;;;;;;;
;;;;;;;;
21.2.2020;6107;20-016-000153;18.2.2020;017129;LAVERA MASCARA MITTE304157 LA-P-03;5.000,00;5.000,00;0
;;;;;;;;
;;;;;;;;
21.2.2020;6107;;;017119;LAVERA SCHMALERDOPPELSCHACHT 136mm304793/1 LA-P-09;2.500,00;2.500,00;0
;;;;;;;;
;;;;;;;;
24.2.2020;0001;;;014894;KANTA 1L PROZIRNA BEZRUÈKE;5.050,00;5.050,00;0
;;;;;;;;
;;;;;;;;
24.2.2020;6107;;;017177;ET02075 (Testerturm);1.248,00;1.248,00;0
;;;;;;;;
26.2.2020;0001;;;014893;KANTA 1L PROZIRNA SRUÈKOM;6.000,00;6.000,00;0
;;;;;;;;
;;;;;;;;
26.2.2020;0001;;;013032;RUÈKA 2,5L BEŽPODRAVKA;10.500,00;10.500,00;0
;;;;;;;;
;;;;;;;;
26.2.2020;0001;;;010861;METALIK EXPO KUTIJA 3PLAVA;1.536,00;1.536,00;0
;;;;;;;;
;;;;;;;;
26.2.2020;0001;20-601-000113;;017318;SG-Schacht 17,3 montiert ,Testerbereich abgekuerztPusher 10;7;7;0
;;;;;;;;
;;;;;;;;
26.2.2020;5293;20-016-000142;12.2.2020;015121;"KANTA 20L ""N"" ŽUTA SRUÈKOM (RAL 1023)";2.100,00;2.100,00;0
;;;;;;;;
;;;;;;;;
26.2.2020;5293;20-016-000142;12.2.2020;015122;"POKLOPAC 20L""N""ŽUTI RAL1023";2.100,00;2.100,00;0
;;;;;;;;
;;;;;;;;
26.2.2020;6107;20-016-000055;16.1.2020;017106;LAVERA EINSATZMONTIERT LA 002;1.484,00;1.484,00;0
;;;;;;;;
;;;;;;;;
27.2.2020;0001;;;014893;KANTA 1L PROZIRNA SRUÈKOM;9.200,00;9.200,00;0
;;;;;;;;
;;;;;;;;
27.2.2020;0001;;;011332;POKLOPAC 12L BIJELI;9.600,00;9.600,00;0
;;;;;;;;
27.2.2020;0001;;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;2.560,00;2.560,00;0
;;;;;;;;
;;;;;;;;
27.2.2020;6107;20-016-000153;18.2.2020;017109;LAVERA EINSATZMONTIERT 302004;72;72;0
;;;;;;;;
;;;;;;;;
27.2.2020;6107;20-016-000121;7.2.2020;016485;ETW 0231;114;114;0
;;;;;;;;
27.2.2020;6107;20-016-000120;6.2.2020;016485;ETW 0231;1.368,00;1.368,00;0
;;;;;;;;
27.2.2020;6107;20-016-000120;6.2.2020;015415;ETW 0312;864;864;0
;;;;;;;;
27.2.2020;6107;20-016-000120;6.2.2020;015418;ETW 0313;102;102;0
;;;;;;;;
27.2.2020;6107;20-016-000125;7.2.2020;016485;ETW 0231;114;114;0
;;;;;;;;
27.2.2020;6107;20-016-000153;18.2.2020;017110;LAVERA EINSATZMONTIERT 302003;68;68;0
;;;;;;;;
;;;;;;;;
27.2.2020;6107;20-016-000123;7.2.2020;015415;ETW 0312;504;504;0
;;;;;;;;
27.2.2020;6107;20-016-000126;7.2.2020;015415;ETW 0312;72;72;0
;;;;;;;;
27.2.2020;6107;20-016-000124;7.2.2020;015341;LIPPENSTIFT M klein;180;180;0
;;;;;;;;
27.2.2020;6107;20-016-000120;6.2.2020;015417;ETW 0311;204;204;0
;;;;;;;;
27.2.2020;6107;20-016-000153;18.2.2020;017113;LAVERA EINSATZMONTIERT 301567;574;574;0
;;;;;;;;
;;;;;;;;
27.2.2020;6107;20-016-000127;7.2.2020;017312;BODENSCHIENE 160MONT.SCHWARZ PUSHER17 GROSS SCHWARZ;5.000,00;5.000,00;0
;;;;;;;;
;;;;;;;;
27.2.2020;6107;20-016-000120;6.2.2020;016750;ETW 0236;470;470;0
;;;;;;;;
27.2.2020;6107;20-016-000125;7.2.2020;015415;ETW 0312;216;216;0
;;;;;;;;
28.2.2020;0001;;;012025;MORTALKA BRIZGANJE;580;580;0
;;;;;;;;
28.2.2020;0001;;;014894;KANTA 1L PROZIRNA BEZRUÈKE;7.485,00;7.485,00;0
;;;;;;;;
;;;;;;;;
48/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
28.2.2020;1290;20-011-000172;6.2.2020;015493;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKTERAKRIL;3.200,00;3.200,00;0
;;;;;;;;
;;;;;;;;
28.2.2020;1290;20-016-000119;6.2.2020;015659;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKTERAKRIL UNI Z;960;960;0
;;;;;;;;
;;;;;;;;
28.2.2020;1290;20-016-000119;6.2.2020;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;6.080,00;6.080,00;0
;;;;;;;;
;;;;;;;;
28.2.2020;1290;20-016-000119;6.2.2020;015585;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKSILIKATNA ŽBUKA;960;960;0
;;;;;;;;
;;;;;;;;
28.2.2020;1290;20-016-000119;6.2.2020;015644;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKSILIKONSKA ŽBUKA;960;960;0
;;;;;;;;
;;;;;;;;
28.2.2020;5313;20-016-000135;11.2.2020;008305;METALIK EXPO KUTIJA 3SIVA O;2.496,00;2.496,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;0001;;;012430;POKLOPAC 2,5L BIJELI;1.020,00;1.020,00;0
;;;;;;;;
2.3.2020;0001;;;017395;Èep natur - INA;148.900,00;148.900,00;0
;;;;;;;;
2.3.2020;0001;20-600-000196;;016889;RUÈKA ZA KANTU 20 LIT.metalna;0;0;0
;;;;;;;;
;;;;;;;;
2.3.2020;0001;20-600-000196;;010301;"KANTA 20L ""S"" BIJELA SRUÈKOM";1.930,00;1.930,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;0486;20-011-000138;30.1.2020;017357;Èep za ulje s diskom natur -INA;40.000,00;40.000,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013127;KANTA 5L BIJELA SRUÈKOM PODRAVKA;3.150,00;3.150,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013016;POKLOPAC 10L BEŽPODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013017;POKLOPAC 10L PLAVIPODRAVKA;4.400,00;4.400,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013573;KANTA 10L BIJELA SRUÈKOM PODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013012;POKLOPAC 2,5L BEŽPODRAVKA;2.880,00;2.880,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013026;RUÈKA 10L PLAVAPODRAVKA;9.450,00;9.450,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013015;KANTA 10L PLAVA SRUÈKOM PODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013010;KANTA 2,5L BEŽ SRUÈKOM PODRAVKA;7.200,00;7.200,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013014;KANTA 10L BEŽ S RUÈKOMPODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
2.3.2020;1023;20-016-000116;6.2.2020;013574;POKLOPAC 10L BIJELIPODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
3.3.2020;0001;;;010862;METALIK EXPO KUTIJA 2PLAVA;1.440,00;1.440,00;0
;;;;;;;;
;;;;;;;;
3.3.2020;0213;20-016-000161;20.2.2020;011241;KANTA 12L OVALNA BIJELAS RUÈKOM;4.000,00;4.000,00;0
;;;;;;;;
;;;;;;;;
3.3.2020;0213;20-016-000161;20.2.2020;014539;KANTA 6,5L OVALNABIJELA S RUÈKOM;4.432,00;4.432,00;0
;;;;;;;;
;;;;;;;;
3.3.2020;1023;20-016-000116;6.2.2020;013012;POKLOPAC 2,5L BEŽPODRAVKA;5.760,00;5.760,00;0
;;;;;;;;
;;;;;;;;
3.3.2020;3443;20-016-000158;19.2.2020;009798;"KOŠARA500X420X400""R""CRVENA";500;500;0
;;;;;;;;
;;;;;;;;
3.3.2020;5934;;;017396;Utezi za balone pakirani;511;511;0
;;;;;;;;
4.3.2020;0001;;;013140;"KANTA 20L ""S"" BIJELA BEZRUÈKE";2.470,00;2.470,00;0
;;;;;;;;
;;;;;;;;
4.3.2020;0001;;;008807;MORTALKA;580;580;0
;;;;;;;;
4.3.2020;0001;;;005942;KANTA 80L EKO SPOKLOPCEM;30;30;0
;;;;;;;;
;;;;;;;;
4.3.2020;0001;;;009798;"KOŠARA500X420X400""R""CRVENA";270;270;0
;;;;;;;;
;;;;;;;;
4.3.2020;0001;;;009798;"KOŠARA500X420X400""R""CRVENA";1.008,00;1.008,00;0
;;;;;;;;
;;;;;;;;
4.3.2020;0486;20-016-000191;28.2.2020;017392;Èep za PET s diskom natur- INA;101.000,00;101.000,00;0
;;;;;;;;
;;;;;;;;
49/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
4.3.2020;0486;20-011-000138;30.1.2020;017379;Èep za ulje s diskom zeleni- INA;105.000,00;105.000,00;0
;;;;;;;;
;;;;;;;;
4.3.2020;1290;20-016-000188;27.2.2020;017180;"KANTA 20L ""N"" BIJELA SRUÈKOM + BIJELIPOKLOPAC";420;420;0
;;;;;;;;
;;;;;;;;
4.3.2020;1290;20-016-000165;20.2.2020;015425;KANTA 7L ZELENA SRUÈKOM (MB 985535);3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
4.3.2020;1290;20-016-000165;20.2.2020;015429;POKLOPAC 18L-1 ZELENIMB 985535;2.880,00;2.880,00;0
;;;;;;;;
;;;;;;;;
4.3.2020;1290;20-016-000188;27.2.2020;014277;KANTA 18L-1 OVALNABIJELA S RUÈKOM + PLAVIPOKLOPAC;320;320;0
;;;;;;;;
;;;;;;;;
4.3.2020;1290;20-016-000188;27.2.2020;017187;KANTA 5L BIJELA SRUÈKOM + BIJELIPOKLOPAC;600;600;0
;;;;;;;;
;;;;;;;;
5.3.2020;0001;;;012430;POKLOPAC 2,5L BIJELI;2.160,00;2.160,00;0
;;;;;;;;
5.3.2020;0001;;;005942;KANTA 80L EKO SPOKLOPCEM;6;6;0
;;;;;;;;
;;;;;;;;
5.3.2020;0001;20-600-000219;;017180;"KANTA 20L ""N"" BIJELA SRUÈKOM + BIJELIPOKLOPAC";0;0;0
;;;;;;;;
;;;;;;;;
5.3.2020;0001;20-600-000219;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";840;840;0
;;;;;;;;
;;;;;;;;
5.3.2020;5934;20-016-000061;20.1.2020;016416;UTEG ZA BALONE CRNI;10.000,00;10.000,00;0
;;;;;;;;
6.3.2020;0001;;;014236;RUÈKA KANTE 1LPROZIRNA;33.950,00;33.950,00;0
;;;;;;;;
;;;;;;;;
6.3.2020;0001;;;014248;POKLOPAC 18L-1 BIJELI;7.680,00;7.680,00;0
;;;;;;;;
6.3.2020;0001;;;009277;RUÈKA 7L BIJELA;27.340,00;27.345,00;-5
;;;;;;;;
6.3.2020;0001;;;014187;POKLOPAC 1L/1,2LPROZIRNI;22.160,00;22.160,00;0
;;;;;;;;
;;;;;;;;
6.3.2020;0001;;;014249;POKLOPAC 18L-1 PLAVI;1.920,00;1.920,00;0
;;;;;;;;
6.3.2020;0486;20-016-000186;26.2.2020;017387;Èep antracit - INA;130.500,00;130.500,00;0
;;;;;;;;
6.3.2020;0486;20-016-000186;26.2.2020;017386;Èep za ulje s diskomantracit - INA;82.000,00;82.000,00;0
;;;;;;;;
;;;;;;;;
6.3.2020;1290;20-016-000165;20.2.2020;015426;"POKLOPAC 7L""N"" ZELENIMB 985535";2.480,00;2.480,00;0
;;;;;;;;
;;;;;;;;
6.3.2020;2065;20-016-000189;27.2.2020;012688;"KANTA 20L ""S"" BIJELA BEZRUÈKE - TISAKMEDICINSKI ZARAZNIOTPAD";1.680,00;1.680,00;0
;;;;;;;;
;;;;;;;;
6.3.2020;2735;19-011-001325;9.10.2019;011963;CIM-POKLOPAC MOTORASS ZELENI LA220003;200;200;0
;;;;;;;;
;;;;;;;;
6.3.2020;4592;20-016-000168;21.2.2020;011242;POKLOPAC 12L PLAVI;800;800;0
;;;;;;;;
9.3.2020;0001;;;013084;KOŠARA ZA PECIVO 135MM ŽUTA;240;240;0
;;;;;;;;
;;;;;;;;
9.3.2020;0001;;;012995;KANTA 7L BIJELA BEZRUÈKE;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
9.3.2020;1290;20-016-000165;20.2.2020;015422;KANTA 7L ZELENA SRUÈKOM + ZELENIPOKLOPAC - TISAKVAPNENO BJELILO;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
9.3.2020;4673;20-016-000151;14.2.2020;013618;"KANTA 20L ""N"" ZELENA SRUÈKOM (MB 980534)";1.500,00;1.500,00;0
;;;;;;;;
;;;;;;;;
9.3.2020;4673;20-016-000151;14.2.2020;013617;"POKLOPAC 20L ""N"" ZELENIMB 80534";2.520,00;2.520,00;0
;;;;;;;;
;;;;;;;;
9.3.2020;5934;20-601-000124;;017396;Utezi za balone pakirani;489;489;0
;;;;;;;;
9.3.2020;6107;;;016173;TIU LIPSCHACT;60;60;0
;;;;;;;;
9.3.2020;6107;;;016174;TIU LIPSCHACT R;60;60;0
;;;;;;;;
9.3.2020;6107;;;016175;TIU LIPSCHACT M;650;650;0
;;;;;;;;
10.3.2020;0001;;;012997;"POKLOPAC 7L BIJELI ""N""";4.315,00;4.315,00;0
;;;;;;;;
10.3.2020;0001;;;014251;POKLOPAC 18L-1 CRVENI;960;960;0
;;;;;;;;
10.3.2020;0001;;;014965;POKLOPAC 1L/1,2L PLAVI;2.650,00;2.650,00;0
;;;;;;;;
10.3.2020;0001;;;013327;KOŠARA ZA PECIVO 135MM CRVENA;480;480;0
;;;;;;;;
;;;;;;;;
10.3.2020;0001;;;013485;"KOŠARA FRANCUZ ""O""CRVENA";683;683;0
;;;;;;;;
;;;;;;;;
10.3.2020;0001;20-600-000224;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";4.200,00;4.200,00;0
;;;;;;;;
;;;;;;;;
50/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
10.3.2020;1290;20-016-000147;13.2.2020;015692;KANTA 7L BIJELA SRUÈKOM + BIJELIPOKLOPAC - TISAKMKG.OB.;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
10.3.2020;1290;20-016-000147;13.2.2020;015750;KANTA 7L BIJELA SRUÈKOM + BIJELIPOKLOPAC - TISAK UKG;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
10.3.2020;6107;;;016176;TIU 0243;50;50;0
;;;;;;;;
10.3.2020;6170;20-016-000200;4.3.2020;015244;"POKLOPAC 7L ""N"" CRNI";0;0;0
;;;;;;;;
11.3.2020;0001;;;013140;"KANTA 20L ""S"" BIJELA BEZRUÈKE";1.680,00;1.680,00;0
;;;;;;;;
;;;;;;;;
11.3.2020;0001;;;005178;KOŠARA FRANCUZ SIVA;0;0;0
;;;;;;;;
11.3.2020;0001;;;012978;KANTA 7L BIJELA SRUÈKOM;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
11.3.2020;0001;;;013680;"KANTA 20L ""N"" BIJELA BEZRUÈKE - PREHRANA";3.360,00;3.360,00;0
;;;;;;;;
;;;;;;;;
11.3.2020;1290;20-016-000214;5.3.2020;014275;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC;960;960;0
;;;;;;;;
;;;;;;;;
11.3.2020;1290;20-016-000214;5.3.2020;014279;KANTA 18L-1 OVALNABIJELA S RUÈKOM +CRVENI POKLOPAC;320;320;0
;;;;;;;;
;;;;;;;;
11.3.2020;6170;20-016-000200;4.3.2020;016497;KANTA 7L CRNA S RUÈKOM;1.200,00;1.200,00;0
;;;;;;;;
12.3.2020;0001;;;009591;KOŠARA FRANCUZ ŽUTA;482;482;0
;;;;;;;;
12.3.2020;0001;;;012783;POKLOPAC 2,5L  I.O.CRVENI S ÈEPOM;4.726,00;4.726,00;0
;;;;;;;;
;;;;;;;;
12.3.2020;0486;20-016-000191;28.2.2020;017392;Èep za PET s diskom natur- INA;100.000,00;100.000,00;0
;;;;;;;;
;;;;;;;;
12.3.2020;6107;;;015413;STIFTEKOCHER UNTERTEILKURZ;10.678,00;10.678,00;0
;;;;;;;;
;;;;;;;;
13.3.2020;0001;;;015427;RUÈKA 5L,7L ZELENA MB985535;4.500,00;4.500,00;0
;;;;;;;;
;;;;;;;;
13.3.2020;0001;;;012782;ÈEP ZA 2,5L I 20L OKER -MEDICINSKI ZARAZNIOTPAD;20.800,00;20.800,00;0
;;;;;;;;
;;;;;;;;
13.3.2020;0001;;;015415;ETW 0312;720;720;0
;;;;;;;;
13.3.2020;0486;20-011-000264;28.2.2020;017395;Èep natur - INA;108.000,00;108.000,00;0
;;;;;;;;
13.3.2020;1285;20-016-000221;9.3.2020;006055;POSUDA ZA MESO SATISKOM;10;10;0
;;;;;;;;
;;;;;;;;
13.3.2020;1533;20-016-000199;4.3.2020;015432;"KOŠARA FRANCUZ ""O""CRVENA PL. KLARA";500;500;0
;;;;;;;;
;;;;;;;;
13.3.2020;1533;20-016-000199;4.3.2020;013085;KOŠARA ZA KRUH 135PL.KLARA;500;500;0
;;;;;;;;
;;;;;;;;
13.3.2020;3745;;;013330;KANTA 1,2L BIJELA SRUÈKOM;690;690;0
;;;;;;;;
;;;;;;;;
13.3.2020;4688;20-016-000193;2.3.2020;014083;UREDSKA LADICA BJANKOTRANSPARENT PLAVA;150;150;0
;;;;;;;;
;;;;;;;;
16.3.2020;0001;;;012553;POKLOPAC 5L/6.2L BIJELI;9.080,00;9.080,00;0
;;;;;;;;
16.3.2020;0001;;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;1.600,00;1.600,00;0
;;;;;;;;
;;;;;;;;
16.3.2020;0213;;;014321;Kanta 18L-2 ovalna bijela sruèkom;3.160,00;3.160,00;0
;;;;;;;;
;;;;;;;;
